Body,Head,Head Coverage,Standard Confidence,Pca Confidence,Support,Body Size,Pca Body Size,Functional Variable
?a  patientDrug  Pembrolizumab  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasAgeCategory  Young,0.068966,1,1,22,22,22,?a
?a  hasBiomarker  BRAF_Negative  ?a  patientDrug  Paclitaxel   ,?a  hasAgeCategory  Young,0.034483,0.5,0.5,11,22,22,?a
?a  hasStage  IVB  ?a  patientDrug  Paclitaxel   ,?a  hasAgeCategory  Young,0.068966,1,1,22,22,22,?a
?a  hasStage  IVB  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasAgeCategory  Young,0.034483,1,1,11,11,11,?a
?a  hasStage  IIIB  ?a  patientDrug  Paclitaxel   ,?a  hasAgeCategory  Young,0.034483,1,1,11,11,11,?a
?a  hasStage  IIIA  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasAgeCategory  Young,0.034483,0.5,0.5,11,22,22,?a
?a  hasRelapse_Progression  Progression  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasAgeCategory  Young,0.137931,0.571429,0.571429,44,77,77,?a
?a  patientDrug  Paclitaxel  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasAgeCategory  Young,0.034483,1,1,11,11,11,?a
?a  patientDrug  Paclitaxel  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasAgeCategory  Young,0.068966,0.666667,0.666667,22,33,33,?a
?a  treatmentType  Molecular_Targeted_Therapy  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasAgeCategory  Young,0.034483,1,1,11,11,11,?a
?a  treatmentType  Radiotherapy_To_Bone  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasAgeCategory  Young,0.034483,1,1,11,11,11,?a
?a  treatmentType  Open_Surgical_Procedure  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasAgeCategory  Young,0.034483,1,1,11,11,11,?a
?a  patientDrug  Osimertinib  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasAgeCategory  Young,0.103448,1,1,33,33,33,?a
?a  hasStage  IVB  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasAgeCategory  Young,0.206897,0.857143,0.857143,66,77,77,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Atezolizumab   ,?a  hasAgeCategory  Young,0.068966,0.666667,0.666667,22,33,33,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  hasStage  IVA   ,?a  hasAgeCategory  Young,0.068966,0.666667,0.666667,22,33,33,?a
?a  patientDrug  Afatinib  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasAgeCategory  Young,0.068966,1,1,22,22,22,?a
?a  hasSmokingHabit  FormerSmoker  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasAgeCategory  Young,0.137931,1,1,44,44,44,?a
?a  patientDrug  Other  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasAgeCategory  Young,0.103448,1,1,33,33,33,?a
?a  hasGender  Female  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasAgeCategory  Young,0.172414,1,1,55,55,55,?a
?a  patientDrug  Nivolumab  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasAgeCategory  Young,0.068966,1,1,22,22,22,?a
?a  patientDrug  Osimertinib  ?a  patientDrug  Paclitaxel   ,?a  hasAgeCategory  Young,0.034483,1,1,11,11,11,?a
?a  patientDrug  Other  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasAgeCategory  Young,0.034483,1,1,11,11,11,?a
?a  hasStage  IV  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasAgeCategory  Young,0.068966,1,1,22,22,22,?a
?a  hasGender  Female  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasAgeCategory  Young,0.241379,1,1,77,77,77,?a
?a  hasStage  IVA  ?a  patientDrug  Paclitaxel   ,?a  hasAgeCategory  Young,0.034483,0.5,0.5,11,22,22,?a
?a  patientDrug  Atezolizumab  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasAgeCategory  Young,0.034483,0.5,0.5,11,22,22,?a
?a  treatmentType  Radiotherapy_To_Bone  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasAgeCategory  Young,0.103448,1,1,33,33,33,?a
?a  hasBiomarker  ALK_Positive  ?a  hasGender  Male   ,?a  hasAgeCategory  Young,0.034483,1,1,11,11,11,?a
?a  hasBiomarker  MET_Negative  ?a  hasGender  Male   ,?a  hasAgeCategory  Young,0.034483,1,1,11,11,11,?a
?a  hasStage  IIIB  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasAgeCategory  Young,0.034483,1,1,11,11,11,?a
?a  hasBiomarker  RET_Negative  ?a  hasGender  Male   ,?a  hasAgeCategory  Young,0.034483,1,1,11,11,11,?a
?a  hasSmokingHabit  FormerSmoker  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasAgeCategory  Young,0.068966,0.666667,0.666667,22,33,33,?a
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Paclitaxel   ,?a  hasAgeCategory  Young,0.068966,0.666667,0.666667,22,33,33,?a
?a  hasGender  Male  ?a  patientDrug  Afatinib   ,?a  hasAgeCategory  Young,0.034483,0.5,0.5,11,22,22,?a
?a  hasGender  Female  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasAgeCategory  Young,0.137931,0.8,0.8,44,55,55,?a
?a  hasGender  Male  ?a  patientDrug  Gemcitabine   ,?a  hasAgeCategory  Young,0.068966,0.666667,0.666667,22,33,33,?a
?a  hasGender  Male  ?a  patientDrug  Durvalumab   ,?a  hasAgeCategory  Young,0.034483,0.5,0.5,11,22,22,?a
?a  hasGender  Male  ?a  patientDrug  Crizotinib   ,?a  hasAgeCategory  Young,0.034483,1,1,11,11,11,?a
?a  treatmentType  Chemotherapy_Adjuvant  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasAgeCategory  Young,0.034483,1,1,11,11,11,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Gemcitabine   ,?a  hasAgeCategory  Young,0.068966,0.666667,0.666667,22,33,33,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  hasStage  IVB   ,?a  hasAgeCategory  Young,0.172414,0.833333,0.833333,55,66,66,?a
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Other   ,?a  hasAgeCategory  Young,0.068966,1,1,22,22,22,?a
?a  patientDrug  Nivolumab  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasAgeCategory  Young,0.068966,1,1,22,22,22,?a
?a  hasGender  Female  ?a  hasSmokingHabit  FormerSmoker   ,?a  hasAgeCategory  Young,0.206897,0.75,0.75,66,88,88,?a
?a  hasSmokingHabit  FormerSmoker  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasAgeCategory  Young,0.068966,1,1,22,22,22,?a
?a  hasSmokingHabit  FormerSmoker  ?a  treatmentType  Open_Surgical_Procedure   ,?a  hasAgeCategory  Young,0.068966,1,1,22,22,22,?a
?a  hasStage  IV  ?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasAgeCategory  Young,0.068966,1,1,22,22,22,?a
?a  patientDrug  Atezolizumab  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasAgeCategory  Young,0.103448,1,1,33,33,33,?a
?a  hasStage  IVB  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasAgeCategory  Young,0.137931,1,1,44,44,44,?a
?a  treatmentType  Molecular_Targeted_Therapy  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasAgeCategory  Young,0.137931,1,1,44,44,44,?a
?a  hasSmokingHabit  FormerSmoker  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasAgeCategory  Young,0.172414,1,1,55,55,55,?a
?a  hasBiomarker  BRAF_Negative  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasAgeCategory  Young,0.068966,0.666667,0.666667,22,33,33,?a
?a  hasBiomarker  KRAS_Negative  ?a  hasGender  Male   ,?a  hasAgeCategory  Young,0.034483,1,1,11,11,11,?a
?a  patientDrug  Afatinib  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasAgeCategory  Young,0.068966,1,1,22,22,22,?a
?a  hasBiomarker  BRAF_Negative  ?a  hasGender  Male   ,?a  hasAgeCategory  Young,0.034483,0.5,0.5,11,22,22,?a
?a  hasGender  Male  ?a  patientDrug  Osimertinib   ,?a  hasAgeCategory  Young,0.034483,1,1,11,11,11,?a
?a  patientDrug  Other  ?a  treatmentType  Immunotherapy   ,?a  hasAgeCategory  Young,0.103448,0.75,0.75,33,44,44,?a
?a  hasGender  Male  ?a  patientDrug  Other   ,?a  hasAgeCategory  Young,0.034483,1,1,11,11,11,?a
?a  treatmentType  Radiotherapy_To_Lung  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasAgeCategory  Young,0.034483,1,1,11,11,11,?a
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Afatinib   ,?a  hasAgeCategory  Old,0.034483,0.5,0.5,11,22,22,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasAgeCategory  Young,0.137931,0.666667,0.666667,44,66,66,?a
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Nivolumab   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Durvalumab   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasStage  IVB  ?a  patientDrug  Osimertinib   ,?a  hasAgeCategory  Young,0.068966,1,1,22,22,22,?a
?a  hasBiomarker  PDL1_Positive  ?a  hasRelapse_Progression  No_Progression   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasStage  IVB  ?a  patientDrug  Afatinib   ,?a  hasAgeCategory  Young,0.068966,1,1,22,22,22,?a
?a  hasBiomarker  PDL1_Positive  ?a  hasStage  IIIC   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasGender  Female  ?a  hasStage  IVB   ,?a  hasAgeCategory  Young,0.172414,0.833333,0.833333,55,66,66,?a
?a  treatmentType  Open_Surgical_Procedure  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasAgeCategory  Young,0.068966,1,1,22,22,22,?a
?a  patientDrug  Osimertinib  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasAgeCategory  Young,0.103448,1,1,33,33,33,?a
?a  hasStage  IVA  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasAgeCategory  Young,0.068966,1,1,22,22,22,?a
?a  hasBiomarker  BRAF_Negative  ?a  hasBiomarker  EGFR_Negative   ,?a  hasAgeCategory  Old,0.068966,0.666667,0.666667,22,33,33,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Durvalumab   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasGender  Male  ?a  patientDrug  Nintedanib   ,?a  hasAgeCategory  Young,0.034483,0.5,0.5,11,22,22,?a
?a  hasGender  Male  ?a  hasStage  IIIB   ,?a  hasAgeCategory  Young,0.034483,1,1,11,11,11,?a
?a  hasGender  Male  ?a  hasSmokingHabit  NonSmoker   ,?a  hasAgeCategory  Young,0.034483,0.5,0.5,11,22,22,?a
?a  hasGender  Male  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasAgeCategory  Young,0.068966,0.666667,0.666667,22,33,33,?a
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Pembrolizumab   ,?a  hasAgeCategory  Old,0.137931,0.444444,0.444444,44,99,99,?a
?a  hasBiomarker  EGFR_Negative  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasAgeCategory  Old,0.068966,0.5,0.5,22,44,44,?a
?a  hasBiomarker  PDL1_Positive  ?a  hasRelapse_Progression  Relapse   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasBiomarker  PDL1_Positive  ?a  hasStage  IV   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasStage  IVB  ?a  patientDrug  Atezolizumab   ,?a  hasAgeCategory  Young,0.068966,1,1,22,22,22,?a
?a  hasBiomarker  PDL1_Positive  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasAgeCategory  Old,0.103448,0.6,0.6,33,55,55,?a
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Nivolumab   ,?a  hasAgeCategory  Old,0.137931,0.666667,0.666667,44,66,66,?a
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Vinorelbine   ,?a  hasAgeCategory  Old,0.103448,0.75,0.75,33,44,44,?a
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Atezolizumab   ,?a  hasAgeCategory  Old,0.137931,0.8,0.8,44,55,55,?a
?a  hasBiomarker  EGFR_Positive  ?a  hasRelapse_Progression  Progression   ,?a  hasAgeCategory  Old,0.206897,0.461538,0.461538,66,143,143,?a
?a  hasBiomarker  EGFR_Positive  ?a  hasSmokingHabit  FormerSmoker   ,?a  hasAgeCategory  Old,0.137931,0.5,0.5,44,88,88,?a
?a  hasBiomarker  PDL1_Positive  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasAgeCategory  Old,0.068966,1,1,22,22,22,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Paclitaxel   ,?a  hasAgeCategory  Old,0.103448,0.6,0.6,33,55,55,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Pembrolizumab   ,?a  hasAgeCategory  Old,0.137931,0.444444,0.444444,44,99,99,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasRelapse_Progression  No_Progression   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasStage  IIA   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasStage  IIIA   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  patientDrug  Paclitaxel  ?a  patientDrug  Vinorelbine   ,?a  hasAgeCategory  Old,0.068966,1,1,22,22,22,?a
?a  patientDrug  Atezolizumab  ?a  patientDrug  Paclitaxel   ,?a  hasAgeCategory  Old,0.068966,1,1,22,22,22,?a
?a  hasBiomarker  EGFR_Negative  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasAgeCategory  Old,0.068966,1,1,22,22,22,?a
?a  hasBiomarker  EGFR_Negative  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasAgeCategory  Old,0.068966,1,1,22,22,22,?a
?a  hasBiomarker  EGFR_Negative  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasStage  IV  ?a  patientDrug  Paclitaxel   ,?a  hasAgeCategory  Old,0.068966,1,1,22,22,22,?a
?a  hasBiomarker  EGFR_Positive  ?a  hasBiomarker  PDL1_Negative   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Paclitaxel   ,?a  hasAgeCategory  Old,0.137931,0.666667,0.666667,44,66,66,?a
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Pemetrexed   ,?a  hasAgeCategory  Old,0.172414,0.5,0.5,55,110,110,?a
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Carboplatin   ,?a  hasAgeCategory  Old,0.206897,0.6,0.6,66,110,110,?a
?a  hasBiomarker  EGFR_Positive  ?a  hasStage  IV   ,?a  hasAgeCategory  Old,0.137931,0.666667,0.666667,44,66,66,?a
?a  patientDrug  Paclitaxel  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasBiomarker  EGFR_Positive  ?a  hasGender  Male   ,?a  hasAgeCategory  Old,0.137931,0.666667,0.666667,44,66,66,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Durvalumab   ,?a  hasAgeCategory  Old,0.068966,1,1,22,22,22,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Vinorelbine   ,?a  hasAgeCategory  Old,0.137931,0.8,0.8,44,55,55,?a
?a  hasBiomarker  ROS1_Negative  ?a  hasRelapse_Progression  No_Progression   ,?a  hasAgeCategory  Old,0.068966,1,1,22,22,22,?a
?a  hasBiomarker  EGFR_Positive  ?a  treatmentType  Immunotherapy   ,?a  hasAgeCategory  Old,0.241379,0.538462,0.538462,77,143,143,?a
?a  hasBiomarker  ROS1_Negative  ?a  hasGender  Male   ,?a  hasAgeCategory  Old,0.137931,0.666667,0.666667,44,66,66,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasRelapse_Progression  Relapse   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasBiomarker  EGFR_Positive  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasAgeCategory  Old,0.206897,0.5,0.5,66,132,132,?a
?a  patientDrug  Nivolumab  ?a  patientDrug  Paclitaxel   ,?a  hasAgeCategory  Old,0.068966,1,1,22,22,22,?a
?a  patientDrug  Gemcitabine  ?a  patientDrug  Paclitaxel   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  patientDrug  Carboplatin  ?a  patientDrug  Cisplatin   ,?a  hasAgeCategory  Old,0.068966,0.666667,0.666667,22,33,33,?a
?a  patientDrug  Cisplatin  ?a  patientDrug  Pembrolizumab   ,?a  hasAgeCategory  Old,0.068966,0.4,0.4,22,55,55,?a
?a  hasRelapse_Progression  Relapse  ?a  patientDrug  Paclitaxel   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  patientDrug  Cisplatin  ?a  patientDrug  Daratumumab   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasSmokingHabit  CurrentSmoker   ,?a  hasAgeCategory  Old,0.172414,0.555556,0.555556,55,99,99,?a
?a  hasRelapse_Progression  No_Progression  ?a  patientDrug  Paclitaxel   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasStage  IVA  ?a  patientDrug  Cisplatin   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasStage  IIA  ?a  patientDrug  Paclitaxel   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Cisplatin   ,?a  hasAgeCategory  Old,0.068966,0.5,0.5,22,44,44,?a
?a  patientDrug  Cisplatin  ?a  treatmentType  Surgery   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasStage  IIIA  ?a  patientDrug  Paclitaxel   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  patientDrug  Cisplatin  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasGender  Male  ?a  patientDrug  Paclitaxel   ,?a  hasAgeCategory  Old,0.137931,0.666667,0.666667,44,66,66,?a
?a  patientDrug  Paclitaxel  ?a  treatmentType  Immunotherapy   ,?a  hasAgeCategory  Old,0.172414,0.625,0.625,55,88,88,?a
?a  hasBiomarker  EGFR_Positive  ?a  hasBiomarker  ROS1_Negative   ,?a  hasAgeCategory  Old,0.137931,0.5,0.5,44,88,88,?a
?a  patientDrug  Paclitaxel  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasAgeCategory  Old,0.103448,0.75,0.75,33,44,44,?a
?a  hasStage  IVA  ?a  patientDrug  Atezolizumab   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasRelapse_Progression  Relapse  ?a  hasStage  IVA   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  patientDrug  Paclitaxel  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasAgeCategory  Old,0.068966,0.666667,0.666667,22,33,33,?a
?a  hasStage  IVA  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Cisplatin   ,?a  hasAgeCategory  Old,0.137931,0.571429,0.571429,44,77,77,?a
?a  patientDrug  Durvalumab  ?a  patientDrug  Paclitaxel   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  patientDrug  Cisplatin  ?a  patientDrug  Docetaxel   ,?a  hasAgeCategory  Old,0.068966,0.5,0.5,22,44,44,?a
?a  patientDrug  Cisplatin  ?a  patientDrug  Nintedanib   ,?a  hasAgeCategory  Old,0.034483,0.5,0.5,11,22,22,?a
?a  patientDrug  Atezolizumab  ?a  patientDrug  Nivolumab   ,?a  hasAgeCategory  Old,0.103448,1,1,33,33,33,?a
?a  hasRelapse_Progression  Relapse  ?a  patientDrug  Cisplatin   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasStage  IV  ?a  patientDrug  Atezolizumab   ,?a  hasAgeCategory  Old,0.103448,1,1,33,33,33,?a
?a  hasStage  IIA  ?a  patientDrug  Cisplatin   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasBiomarker  PDL1_Negative  ?a  hasStage  IVA   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasStage  IVA  ?a  patientDrug  Afatinib   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasBiomarker  ALK_Negative  ?a  hasGender  Male   ,?a  hasAgeCategory  Old,0.206897,0.666667,0.666667,66,99,99,?a
?a  hasGender  Male  ?a  patientDrug  Pemetrexed   ,?a  hasAgeCategory  Old,0.137931,0.666667,0.666667,44,66,66,?a
?a  hasGender  Male  ?a  patientDrug  Carboplatin   ,?a  hasAgeCategory  Old,0.172414,0.714286,0.714286,55,77,77,?a
?a  hasSmokingHabit  FormerSmoker  ?a  hasStage  IVA   ,?a  hasAgeCategory  Old,0.068966,0.666667,0.666667,22,33,33,?a
?a  hasGender  Male  ?a  hasStage  IVA   ,?a  hasAgeCategory  Old,0.103448,0.75,0.75,33,44,44,?a
?a  hasStage  IVA  ?a  treatmentType  Immunotherapy   ,?a  hasAgeCategory  Old,0.103448,0.6,0.6,33,55,55,?a
?a  hasGender  Male  ?a  hasStage  IV   ,?a  hasAgeCategory  Old,0.068966,0.666667,0.666667,22,33,33,?a
?a  hasGender  Male  ?a  hasSmokingHabit  FormerSmoker   ,?a  hasAgeCategory  Old,0.103448,1,1,33,33,33,?a
?a  hasBiomarker  ROS1_Negative  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasAgeCategory  Old,0.103448,0.6,0.6,33,55,55,?a
?a  hasBiomarker  ROS1_Negative  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasAgeCategory  Old,0.103448,1,1,33,33,33,?a
?a  hasGender  Male  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasAgeCategory  Old,0.068966,1,1,22,22,22,?a
?a  hasBiomarker  PDL1_Negative  ?a  patientDrug  Atezolizumab   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Pemetrexed   ,?a  hasAgeCategory  Old,0.241379,0.538462,0.538462,77,143,143,?a
?a  patientDrug  Atezolizumab  ?a  patientDrug  Carboplatin   ,?a  hasAgeCategory  Old,0.137931,0.8,0.8,44,55,55,?a
?a  hasBiomarker  ALK_Negative  ?a  hasRelapse_Progression  No_Progression   ,?a  hasAgeCategory  Old,0.068966,1,1,22,22,22,?a
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Atezolizumab   ,?a  hasAgeCategory  Old,0.103448,0.75,0.75,33,44,44,?a
?a  hasGender  Male  ?a  patientDrug  Atezolizumab   ,?a  hasAgeCategory  Old,0.068966,0.666667,0.666667,22,33,33,?a
?a  hasBiomarker  ALK_Negative  ?a  hasStage  IV   ,?a  hasAgeCategory  Old,0.103448,1,1,33,33,33,?a
?a  patientDrug  Atezolizumab  ?a  treatmentType  Surgery   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasBiomarker  ALK_Negative  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasAgeCategory  Old,0.103448,0.6,0.6,33,55,55,?a
?a  hasBiomarker  ALK_Negative  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasAgeCategory  Old,0.103448,1,1,33,33,33,?a
?a  patientDrug  Atezolizumab  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasAgeCategory  Old,0.068966,0.666667,0.666667,22,33,33,?a
?a  hasStage  IVA  ?a  patientDrug  Pemetrexed   ,?a  hasAgeCategory  Old,0.068966,0.666667,0.666667,22,33,33,?a
?a  hasGender  Male  ?a  patientDrug  Nivolumab   ,?a  hasAgeCategory  Old,0.068966,0.666667,0.666667,22,33,33,?a
?a  hasGender  Male  ?a  patientDrug  Docetaxel   ,?a  hasAgeCategory  Old,0.068966,0.666667,0.666667,22,33,33,?a
?a  hasRelapse_Progression  Progression  ?a  hasStage  IVA   ,?a  hasAgeCategory  Old,0.103448,0.6,0.6,33,55,55,?a
?a  hasGender  Male  ?a  patientDrug  Vinorelbine   ,?a  hasAgeCategory  Old,0.103448,0.75,0.75,33,44,44,?a
?a  hasStage  IVA  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasAgeCategory  Old,0.068966,0.666667,0.666667,22,33,33,?a
?a  hasGender  Male  ?a  treatmentType  Immunotherapy   ,?a  hasAgeCategory  Old,0.275862,0.666667,0.666667,88,132,132,?a
?a  hasBiomarker  BRAF_Negative  ?a  patientDrug  Vinorelbine   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  patientDrug  Erlotinib  ?a  patientDrug  Vinorelbine   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasGender  Male  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasAgeCategory  Old,0.137931,1,1,44,44,44,?a
?a  patientDrug  Gefitinib  ?a  patientDrug  Vinorelbine   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  patientDrug  Nivolumab  ?a  patientDrug  Vinorelbine   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Nivolumab   ,?a  hasAgeCategory  Old,0.103448,1,1,33,33,33,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Durvalumab   ,?a  hasAgeCategory  Old,0.068966,1,1,22,22,22,?a
?a  hasStage  IIA  ?a  patientDrug  Vinorelbine   ,?a  hasAgeCategory  Old,0.034483,1,1,11,11,11,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Vinorelbine   ,?a  hasAgeCategory  Old,0.172414,0.833333,0.833333,55,66,66,?a
